,subject,bvp,time_elapsed
47870,14,-11.28,44.046875
47871,14,-9.08,44.0625
47872,14,-7.64,44.078125
47873,14,-6.67,44.09375
47874,14,-5.82,44.109375
47875,14,-4.76,44.125
47876,14,-3.3,44.140625
47877,14,-1.32,44.15625
47878,14,1.19,44.171875
47879,14,4.28,44.1875
47880,14,8.0,44.203125
47881,14,12.39,44.21875
47882,14,17.36,44.234375
47883,14,22.7,44.25
47884,14,28.05,44.265625
47885,14,33.0,44.28125
47886,14,37.27,44.296875
47887,14,40.73,44.3125
47888,14,43.46,44.328125
47889,14,45.61,44.34375
47890,14,47.39,44.359375
47891,14,48.93,44.375
47892,14,50.23,44.390625
47893,14,51.19,44.40625
47894,14,51.64,44.421875
47895,14,51.44,44.4375
47896,14,50.59,44.453125
47897,14,49.22,44.46875
47898,14,47.59,44.484375
47899,14,45.95,44.5
47900,14,44.46,44.515625
47901,14,43.13,44.53125
47902,14,41.8,44.546875
47903,14,40.32,44.5625
47904,14,38.57,44.578125
47905,14,36.63,44.59375
47906,14,34.63,44.609375
47907,14,32.72,44.625
47908,14,30.94,44.640625
47909,14,29.23,44.65625
47910,14,27.47,44.671875
47911,14,25.54,44.6875
47912,14,23.44,44.703125
47913,14,21.27,44.71875
47914,14,19.16,44.734375
47915,14,17.2,44.75
47916,14,15.37,44.765625
47917,14,13.55,44.78125
47918,14,11.59,44.796875
47919,14,9.37,44.8125
47920,14,6.88,44.828125
47921,14,4.23,44.84375
47922,14,1.57,44.859375
47923,14,-0.95,44.875
47924,14,-3.3,44.890625
47925,14,-5.6,44.90625
47926,14,-8.09,44.921875
47927,14,-11.05,44.9375
47928,14,-14.59,44.953125
47929,14,-18.6,44.96875
47930,14,-22.67,44.984375
47931,14,-26.17,45.0
47932,14,-28.42,45.015625
47933,14,-28.95,45.03125
47934,14,-27.51,45.046875
47935,14,-24.21,45.0625
47936,14,-19.44,45.078125
47937,14,-13.75,45.09375
47938,14,-7.74,45.109375
47939,14,-1.94,45.125
47940,14,3.26,45.140625
47941,14,7.61,45.15625
47942,14,10.99,45.171875
47943,14,13.36,45.1875
47944,14,14.74,45.203125
47945,14,15.23,45.21875
47946,14,14.94,45.234375
47947,14,14.06,45.25
47948,14,12.83,45.265625
47949,14,11.42,45.28125
47950,14,10.02,45.296875
47951,14,8.73,45.3125
47952,14,7.6,45.328125
47953,14,6.67,45.34375
47954,14,5.99,45.359375
47955,14,5.59,45.375
47956,14,5.48,45.390625
47957,14,5.62,45.40625
47958,14,5.91,45.421875
47959,14,6.17,45.4375
47960,14,6.26,45.453125
47961,14,6.0,45.46875
47962,14,5.3,45.484375
47963,14,4.1,45.5
47964,14,2.4,45.515625
47965,14,0.28,45.53125
47966,14,-2.14,45.546875
47967,14,-4.73,45.5625
47968,14,-7.37,45.578125
47969,14,-10.01,45.59375
47970,14,-12.65,45.609375
47971,14,-15.35,45.625
47972,14,-18.13,45.640625
47973,14,-21.01,45.65625
47974,14,-23.95,45.671875
47975,14,-26.84,45.6875
47976,14,-29.61,45.703125
47977,14,-32.15,45.71875
47978,14,-34.43,45.734375
47979,14,-36.46,45.75
47980,14,-38.37,45.765625
47981,14,-40.33,45.78125
47982,14,-42.55,45.796875
47983,14,-45.13,45.8125
47984,14,-48.03,45.828125
47985,14,-51.02,45.84375
47986,14,-53.79,45.859375
47987,14,-56.08,45.875
47988,14,-57.79,45.890625
47989,14,-59.06,45.90625
47990,14,-60.21,45.921875
47991,14,-61.6,45.9375
47992,14,-63.5,45.953125
47993,14,-65.99,45.96875
47994,14,-68.89,45.984375
47995,14,-71.8,46.0
47996,14,-74.15,46.015625
47997,14,-75.33,46.03125
47998,14,-74.78,46.046875
47999,14,-72.13,46.0625
48000,14,-67.32,46.078125
48001,14,-60.56,46.09375
48002,14,-52.3,46.109375
48003,14,-43.11,46.125
48004,14,-33.54,46.140625
48005,14,-24.04,46.15625
48006,14,-14.94,46.171875
48007,14,-6.46,46.1875
48008,14,1.28,46.203125
48009,14,8.24,46.21875
48010,14,14.5,46.234375
48011,14,20.21,46.25
48012,14,25.57,46.265625
48013,14,30.72,46.28125
48014,14,35.73,46.296875
48015,14,40.58,46.3125
48016,14,45.24,46.328125
48017,14,49.7,46.34375
48018,14,54.03,46.359375
48019,14,58.31,46.375
48020,14,62.55,46.390625
48021,14,66.66,46.40625
48022,14,70.41,46.421875
48023,14,73.54,46.4375
48024,14,75.82,46.453125
48025,14,77.09,46.46875
48026,14,77.33,46.484375
48027,14,76.6,46.5
48028,14,75.07,46.515625
48029,14,72.98,46.53125
48030,14,70.58,46.546875
48031,14,68.11,46.5625
48032,14,65.7,46.578125
48033,14,63.31,46.59375
48034,14,60.85,46.609375
48035,14,58.19,46.625
48036,14,55.24,46.640625
48037,14,51.99,46.65625
48038,14,48.54,46.671875
48039,14,45.03,46.6875
48040,14,41.66,46.703125
48041,14,38.61,46.71875
48042,14,36.01,46.734375
48043,14,33.86,46.75
48044,14,32.02,46.765625
48045,14,30.21,46.78125
48046,14,28.08,46.796875
48047,14,25.34,46.8125
48048,14,21.86,46.828125
48049,14,17.77,46.84375
48050,14,13.45,46.859375
48051,14,9.38,46.875
48052,14,6.04,46.890625
48053,14,3.71,46.90625
48054,14,2.3,46.921875
48055,14,1.41,46.9375
48056,14,0.45,46.953125
48057,14,-1.15,46.96875
48058,14,-3.64,46.984375
48059,14,-6.84,47.0
48060,14,-10.2,47.015625
48061,14,-12.93,47.03125
48062,14,-14.36,47.046875
48063,14,-14.05,47.0625
48064,14,-11.92,47.078125
48065,14,-8.13,47.09375
48066,14,-2.99,47.109375
48067,14,3.15,47.125
48068,14,10.0,47.140625
48069,14,17.27,47.15625
48070,14,24.63,47.171875
48071,14,31.77,47.1875
48072,14,38.45,47.203125
48073,14,44.52,47.21875
48074,14,49.94,47.234375
48075,14,54.71,47.25
48076,14,58.81,47.265625
48077,14,62.23,47.28125
48078,14,64.9,47.296875
48079,14,66.8,47.3125
48080,14,67.96,47.328125
48081,14,68.56,47.34375
48082,14,68.98,47.359375
48083,14,69.59,47.375
48084,14,70.69,47.390625
48085,14,72.38,47.40625
48086,14,74.53,47.421875
48087,14,76.99,47.4375
48088,14,79.72,47.453125
48089,14,82.92,47.46875
48090,14,86.92,47.484375
48091,14,91.81,47.5
48092,14,97.17,47.515625
48093,14,101.96,47.53125
48094,14,104.79,47.546875
48095,14,104.52,47.5625
48096,14,100.73,47.578125
48097,14,93.83,47.59375
48098,14,84.81,47.609375
48099,14,74.64,47.625
48100,14,63.96,47.640625
48101,14,52.93,47.65625
48102,14,41.58,47.671875
48103,14,30.01,47.6875
48104,14,18.55,47.703125
48105,14,7.66,47.71875
48106,14,-2.3,47.734375
48107,14,-11.23,47.75
48108,14,-19.24,47.765625
48109,14,-26.57,47.78125
48110,14,-33.44,47.796875
48111,14,-39.95,47.8125
48112,14,-46.18,47.828125
48113,14,-52.1,47.84375
48114,14,-57.66,47.859375
48115,14,-62.7,47.875
48116,14,-67.06,47.890625
48117,14,-70.65,47.90625
48118,14,-73.62,47.921875
48119,14,-76.3,47.9375
48120,14,-79.15,47.953125
48121,14,-82.54,47.96875
48122,14,-86.55,47.984375
48123,14,-90.91,48.0
48124,14,-95.09,48.015625
48125,14,-98.42,48.03125
48126,14,-100.33,48.046875
48127,14,-100.47,48.0625
48128,14,-98.75,48.078125
48129,14,-95.32,48.09375
48130,14,-90.45,48.109375
48131,14,-84.46,48.125
48132,14,-77.67,48.140625
48133,14,-70.44,48.15625
48134,14,-63.15,48.171875
48135,14,-56.21,48.1875
48136,14,-49.97,48.203125
48137,14,-44.57,48.21875
48138,14,-39.95,48.234375
48139,14,-35.9,48.25
48140,14,-32.18,48.265625
48141,14,-28.75,48.28125
48142,14,-25.71,48.296875
48143,14,-23.32,48.3125
48144,14,-21.76,48.328125
48145,14,-20.96,48.34375
48146,14,-20.61,48.359375
48147,14,-20.25,48.375
48148,14,-19.5,48.390625
48149,14,-18.21,48.40625
48150,14,-16.48,48.421875
48151,14,-14.54,48.4375
48152,14,-12.59,48.453125
48153,14,-10.71,48.46875
48154,14,-8.94,48.484375
48155,14,-7.32,48.5
48156,14,-6.0,48.515625
48157,14,-5.15,48.53125
48158,14,-4.92,48.546875
48159,14,-5.31,48.5625
48160,14,-6.17,48.578125
48161,14,-7.27,48.59375
48162,14,-8.46,48.609375
48163,14,-9.73,48.625
48164,14,-11.21,48.640625
48165,14,-13.06,48.65625
48166,14,-15.32,48.671875
48167,14,-17.86,48.6875
48168,14,-20.42,48.703125
48169,14,-22.68,48.71875
48170,14,-24.4,48.734375
48171,14,-25.5,48.75
48172,14,-26.08,48.765625
48173,14,-26.37,48.78125
48174,14,-26.66,48.796875
48175,14,-27.16,48.8125
48176,14,-27.98,48.828125
48177,14,-29.02,48.84375
48178,14,-30.07,48.859375
48179,14,-30.91,48.875
48180,14,-31.43,48.890625
48181,14,-31.71,48.90625
48182,14,-31.96,48.921875
48183,14,-32.47,48.9375
48184,14,-33.45,48.953125
48185,14,-34.94,48.96875
48186,14,-36.84,48.984375
48187,14,-38.89,49.0
48188,14,-40.79,49.015625
48189,14,-42.18,49.03125
48190,14,-42.67,49.046875
48191,14,-41.85,49.0625
48192,14,-39.37,49.078125
48193,14,-35.08,49.09375
48194,14,-29.11,49.109375
48195,14,-21.98,49.125
48196,14,-14.42,49.140625
48197,14,-7.23,49.15625
48198,14,-1.0,49.171875
48199,14,3.96,49.1875
48200,14,7.64,49.203125
48201,14,10.19,49.21875
48202,14,11.74,49.234375
48203,14,12.39,49.25
48204,14,12.19,49.265625
48205,14,11.27,49.28125
48206,14,9.84,49.296875
48207,14,8.22,49.3125
48208,14,6.73,49.328125
48209,14,5.57,49.34375
48210,14,4.86,49.359375
48211,14,4.6,49.375
48212,14,4.83,49.390625
48213,14,5.56,49.40625
48214,14,6.77,49.421875
48215,14,8.4,49.4375
48216,14,10.2,49.453125
48217,14,11.87,49.46875
48218,14,13.1,49.484375
48219,14,13.68,49.5
48220,14,13.61,49.515625
48221,14,13.01,49.53125
48222,14,12.07,49.546875
48223,14,10.99,49.5625
48224,14,9.83,49.578125
48225,14,8.63,49.59375
48226,14,7.39,49.609375
48227,14,6.13,49.625
48228,14,4.93,49.640625
48229,14,3.9,49.65625
48230,14,3.09,49.671875
48231,14,2.45,49.6875
48232,14,1.83,49.703125
48233,14,1.03,49.71875
48234,14,-0.1,49.734375
48235,14,-1.52,49.75
48236,14,-3.03,49.765625
48237,14,-4.35,49.78125
48238,14,-5.28,49.796875
48239,14,-5.82,49.8125
48240,14,-6.17,49.828125
48241,14,-6.64,49.84375
48242,14,-7.53,49.859375
48243,14,-9.0,49.875
48244,14,-11.03,49.890625
48245,14,-13.48,49.90625
48246,14,-16.12,49.921875
48247,14,-18.6,49.9375
48248,14,-20.47,49.953125
48249,14,-21.19,49.96875
48250,14,-20.23,49.984375
48251,14,-17.27,50.0
48252,14,-12.38,50.015625
48253,14,-6.06,50.03125
48254,14,0.86,50.046875
48255,14,7.51,50.0625
48256,14,13.17,50.078125
48257,14,17.47,50.09375
48258,14,20.35,50.109375
48259,14,21.99,50.125
48260,14,22.62,50.140625
48261,14,22.49,50.15625
48262,14,21.72,50.171875
48263,14,20.47,50.1875
48264,14,18.84,50.203125
48265,14,16.99,50.21875
48266,14,15.1,50.234375
48267,14,13.36,50.25
48268,14,11.93,50.265625
48269,14,10.95,50.28125
48270,14,10.49,50.296875
48271,14,10.59,50.3125
48272,14,11.21,50.328125
48273,14,12.21,50.34375
48274,14,13.41,50.359375
48275,14,14.54,50.375
48276,14,15.35,50.390625
48277,14,15.63,50.40625
48278,14,15.27,50.421875
48279,14,14.33,50.4375
48280,14,12.99,50.453125
48281,14,11.49,50.46875
48282,14,10.04,50.484375
48283,14,8.72,50.5
48284,14,7.51,50.515625
48285,14,6.25,50.53125
48286,14,4.77,50.546875
48287,14,2.96,50.5625
48288,14,0.76,50.578125
48289,14,-1.74,50.59375
48290,14,-4.36,50.609375
48291,14,-6.88,50.625
48292,14,-9.04,50.640625
48293,14,-10.69,50.65625
48294,14,-11.82,50.671875
48295,14,-12.62,50.6875
48296,14,-13.37,50.703125
48297,14,-14.37,50.71875
48298,14,-15.77,50.734375
48299,14,-17.51,50.75
48300,14,-19.39,50.765625
48301,14,-21.15,50.78125
48302,14,-22.66,50.796875
48303,14,-24.0,50.8125
48304,14,-25.38,50.828125
48305,14,-27.06,50.84375
48306,14,-29.13,50.859375
48307,14,-31.43,50.875
48308,14,-33.6,50.890625
48309,14,-35.1,50.90625
48310,14,-35.4,50.921875
48311,14,-34.07,50.9375
48312,14,-30.87,50.953125
48313,14,-25.85,50.96875
48314,14,-19.38,50.984375
48315,14,-12.1,51.0
48316,14,-4.79,51.015625
48317,14,1.84,51.03125
48318,14,7.35,51.046875
48319,14,11.63,51.0625
48320,14,14.85,51.078125
48321,14,17.31,51.09375
48322,14,19.23,51.109375
48323,14,20.65,51.125
48324,14,21.52,51.140625
48325,14,21.82,51.15625
48326,14,21.6,51.171875
48327,14,21.11,51.1875
48328,14,20.6,51.203125
48329,14,20.24,51.21875
48330,14,20.08,51.234375
48331,14,20.1,51.25
48332,14,20.25,51.265625
48333,14,20.6,51.28125
48334,14,21.26,51.296875
48335,14,22.27,51.3125
48336,14,23.6,51.328125
48337,14,25.04,51.34375
48338,14,26.26,51.359375
48339,14,27.02,51.375
48340,14,27.21,51.390625
48341,14,26.88,51.40625
48342,14,26.15,51.421875
48343,14,25.16,51.4375
48344,14,23.96,51.453125
48345,14,22.57,51.46875
48346,14,21.03,51.484375
48347,14,19.45,51.5
48348,14,17.96,51.515625
48349,14,16.69,51.53125
48350,14,15.61,51.546875
48351,14,14.59,51.5625
48352,14,13.43,51.578125
48353,14,11.95,51.59375
48354,14,10.13,51.609375
48355,14,8.1,51.625
48356,14,6.07,51.640625
48357,14,4.22,51.65625
48358,14,2.62,51.671875
48359,14,1.19,51.6875
48360,14,-0.27,51.703125
48361,14,-1.91,51.71875
48362,14,-3.84,51.734375
48363,14,-6.02,51.75
48364,14,-8.32,51.765625
48365,14,-10.59,51.78125
48366,14,-12.68,51.796875
48367,14,-14.54,51.8125
48368,14,-16.21,51.828125
48369,14,-17.78,51.84375
48370,14,-19.4,51.859375
48371,14,-21.2,51.875
48372,14,-23.31,51.890625
48373,14,-25.8,51.90625
48374,14,-28.67,51.921875
48375,14,-31.79,51.9375
48376,14,-34.92,51.953125
48377,14,-37.6,51.96875
48378,14,-39.29,51.984375
48379,14,-39.45,52.0
48380,14,-37.66,52.015625
48381,14,-33.8,52.03125
48382,14,-28.12,52.046875
48383,14,-21.18,52.0625
48384,14,-13.79,52.078125
48385,14,-6.7,52.09375
48386,14,-0.44,52.109375
48387,14,4.72,52.125
48388,14,8.81,52.140625
48389,14,11.95,52.15625
48390,14,14.3,52.171875
48391,14,15.9,52.1875
48392,14,16.8,52.203125
48393,14,17.04,52.21875
48394,14,16.7,52.234375
48395,14,15.98,52.25
48396,14,15.05,52.265625
48397,14,14.11,52.28125
48398,14,13.29,52.296875
48399,14,12.74,52.3125
48400,14,12.57,52.328125
48401,14,12.88,52.34375
48402,14,13.7,52.359375
48403,14,14.96,52.375
48404,14,16.49,52.390625
48405,14,17.99,52.40625
48406,14,19.23,52.421875
48407,14,20.01,52.4375
48408,14,20.24,52.453125
48409,14,19.92,52.46875
48410,14,19.09,52.484375
48411,14,17.85,52.5
48412,14,16.26,52.515625
48413,14,14.41,52.53125
48414,14,12.39,52.546875
48415,14,10.33,52.5625
48416,14,8.32,52.578125
48417,14,6.41,52.59375
48418,14,4.58,52.609375
48419,14,2.77,52.625
48420,14,0.9,52.640625
48421,14,-1.05,52.65625
48422,14,-3.0,52.671875
48423,14,-4.86,52.6875
48424,14,-6.53,52.703125
48425,14,-7.98,52.71875
48426,14,-9.31,52.734375
48427,14,-10.64,52.75
48428,14,-12.08,52.765625
48429,14,-13.61,52.78125
48430,14,-15.16,52.796875
48431,14,-16.6,52.8125
48432,14,-17.89,52.828125
48433,14,-19.08,52.84375
48434,14,-20.23,52.859375
48435,14,-21.44,52.875
48436,14,-22.72,52.890625
48437,14,-24.01,52.90625
48438,14,-25.25,52.921875
48439,14,-26.45,52.9375
48440,14,-27.68,52.953125
48441,14,-29.01,52.96875
48442,14,-30.47,52.984375
48443,14,-31.92,53.0
48444,14,-33.13,53.015625
48445,14,-33.91,53.03125
48446,14,-34.25,53.046875
48447,14,-34.37,53.0625
48448,14,-34.62,53.078125
48449,14,-35.37,53.09375
48450,14,-36.71,53.109375
48451,14,-38.36,53.125
48452,14,-39.74,53.140625
48453,14,-40.07,53.15625
48454,14,-38.68,53.171875
48455,14,-35.16,53.1875
48456,14,-29.51,53.203125
48457,14,-22.13,53.21875
48458,14,-13.71,53.234375
48459,14,-5.13,53.25
48460,14,2.8,53.265625
48461,14,9.48,53.28125
48462,14,14.54,53.296875
48463,14,17.95,53.3125
48464,14,19.87,53.328125
48465,14,20.58,53.34375
48466,14,20.4,53.359375
48467,14,19.54,53.375
48468,14,18.15,53.390625
48469,14,16.31,53.40625
48470,14,14.07,53.421875
48471,14,11.48,53.4375
48472,14,8.63,53.453125
48473,14,5.6,53.46875
48474,14,2.54,53.484375
48475,14,-0.37,53.5
48476,14,-2.92,53.515625
48477,14,-4.99,53.53125
48478,14,-6.55,53.546875
48479,14,-7.76,53.5625
48480,14,-8.91,53.578125
48481,14,-10.28,53.59375
48482,14,-12.08,53.609375
48483,14,-14.33,53.625
48484,14,-16.9,53.640625
48485,14,-19.59,53.65625
48486,14,-22.2,53.671875
48487,14,-24.61,53.6875
48488,14,-26.69,53.703125
48489,14,-28.3,53.71875
48490,14,-29.3,53.734375
48491,14,-29.58,53.75
48492,14,-29.21,53.765625
48493,14,-28.38,53.78125
48494,14,-27.37,53.796875
48495,14,-26.39,53.8125
48496,14,-25.38,53.828125
48497,14,-24.06,53.84375
48498,14,-22.04,53.859375
48499,14,-19.05,53.875
48500,14,-15.1,53.890625
48501,14,-10.51,53.90625
48502,14,-5.66,53.921875
48503,14,-0.84,53.9375
48504,14,3.91,53.953125
48505,14,8.69,53.96875
48506,14,13.56,53.984375
48507,14,18.32,54.0
48508,14,22.57,54.015625
48509,14,25.89,54.03125
48510,14,28.19,54.046875
48511,14,29.74,54.0625
48512,14,31.1,54.078125
48513,14,32.7,54.09375
48514,14,34.53,54.109375
48515,14,36.17,54.125
48516,14,36.95,54.140625
48517,14,36.36,54.15625
48518,14,34.32,54.171875
48519,14,31.18,54.1875
48520,14,27.56,54.203125
48521,14,24.13,54.21875
48522,14,21.39,54.234375
48523,14,19.75,54.25
48524,14,19.53,54.265625
48525,14,21.03,54.28125
48526,14,24.38,54.296875
48527,14,29.5,54.3125
48528,14,35.96,54.328125
48529,14,43.08,54.34375
48530,14,50.07,54.359375
48531,14,56.23,54.375
48532,14,61.12,54.390625
48533,14,64.62,54.40625
48534,14,66.87,54.421875
48535,14,68.19,54.4375
48536,14,68.95,54.453125
48537,14,69.43,54.46875
48538,14,69.78,54.484375
48539,14,70.1,54.5
48540,14,70.39,54.515625
48541,14,70.65,54.53125
48542,14,70.86,54.546875
48543,14,70.95,54.5625
48544,14,70.86,54.578125
48545,14,70.57,54.59375
48546,14,70.19,54.609375
48547,14,69.98,54.625
48548,14,70.15,54.640625
48549,14,70.84,54.65625
48550,14,71.88,54.671875
48551,14,72.92,54.6875
48552,14,73.56,54.703125
48553,14,73.56,54.71875
48554,14,72.99,54.734375
48555,14,72.07,54.75
48556,14,71.02,54.765625
48557,14,69.76,54.78125
48558,14,68.02,54.796875
48559,14,65.59,54.8125
48560,14,62.57,54.828125
48561,14,59.42,54.84375
48562,14,56.79,54.859375
48563,14,55.02,54.875
48564,14,53.92,54.890625
48565,14,52.77,54.90625
48566,14,50.65,54.921875
48567,14,46.88,54.9375
48568,14,41.29,54.953125
48569,14,34.18,54.96875
48570,14,26.03,54.984375
48571,14,17.18,55.0
48572,14,7.71,55.015625
48573,14,-2.42,55.03125
48574,14,-13.14,55.046875
48575,14,-24.12,55.0625
48576,14,-34.78,55.078125
48577,14,-44.51,55.09375
48578,14,-52.93,55.109375
48579,14,-60.02,55.125
48580,14,-66.04,55.140625
48581,14,-71.4,55.15625
48582,14,-76.39,55.171875
48583,14,-81.12,55.1875
48584,14,-85.44,55.203125
48585,14,-89.15,55.21875
48586,14,-92.11,55.234375
48587,14,-94.46,55.25
48588,14,-96.54,55.265625
48589,14,-98.77,55.28125
48590,14,-101.31,55.296875
48591,14,-103.94,55.3125
48592,14,-106.05,55.328125
48593,14,-106.84,55.34375
48594,14,-105.67,55.359375
48595,14,-102.29,55.375
48596,14,-96.99,55.390625
48597,14,-90.47,55.40625
48598,14,-83.54,55.421875
48599,14,-76.92,55.4375
48600,14,-71.03,55.453125
48601,14,-65.96,55.46875
48602,14,-61.59,55.484375
48603,14,-57.74,55.5
48604,14,-54.25,55.515625
48605,14,-51.05,55.53125
48606,14,-48.08,55.546875
48607,14,-45.28,55.5625
48608,14,-42.57,55.578125
48609,14,-39.79,55.59375
48610,14,-36.8,55.609375
48611,14,-33.51,55.625
48612,14,-29.82,55.640625
48613,14,-25.68,55.65625
48614,14,-21.03,55.671875
48615,14,-15.79,55.6875
48616,14,-9.9,55.703125
48617,14,-3.42,55.71875
48618,14,3.41,55.734375
48619,14,10.2,55.75
48620,14,16.49,55.765625
48621,14,21.97,55.78125
48622,14,26.55,55.796875
48623,14,30.4,55.8125
48624,14,33.86,55.828125
48625,14,37.22,55.84375
48626,14,40.6,55.859375
48627,14,43.89,55.875
48628,14,46.82,55.890625
48629,14,49.18,55.90625
48630,14,50.88,55.921875
48631,14,52.0,55.9375
48632,14,52.66,55.953125
48633,14,52.97,55.96875
48634,14,52.93,55.984375
48635,14,52.5,56.0
48636,14,51.67,56.015625
48637,14,50.55,56.03125
48638,14,49.34,56.046875
48639,14,48.2,56.0625
48640,14,47.18,56.078125
48641,14,46.15,56.09375
48642,14,44.9,56.109375
48643,14,43.31,56.125
48644,14,41.51,56.140625
48645,14,39.81,56.15625
48646,14,38.61,56.171875
48647,14,38.14,56.1875
48648,14,38.31,56.203125
48649,14,38.76,56.21875
48650,14,39.05,56.234375
48651,14,38.84,56.25
48652,14,38.06,56.265625
48653,14,36.76,56.28125
48654,14,35.08,56.296875
48655,14,33.05,56.3125
48656,14,30.59,56.328125
48657,14,27.58,56.34375
48658,14,23.88,56.359375
48659,14,19.5,56.375
48660,14,14.52,56.390625
48661,14,9.11,56.40625
48662,14,3.56,56.421875
48663,14,-1.73,56.4375
48664,14,-6.3,56.453125
48665,14,-9.76,56.46875
48666,14,-11.99,56.484375
48667,14,-13.13,56.5
48668,14,-13.56,56.515625
48669,14,-13.69,56.53125
48670,14,-13.8,56.546875
48671,14,-14.05,56.5625
48672,14,-14.5,56.578125
48673,14,-15.27,56.59375
48674,14,-16.58,56.609375
48675,14,-18.63,56.625
48676,14,-21.48,56.640625
48677,14,-24.92,56.65625
48678,14,-28.54,56.671875
48679,14,-31.88,56.6875
48680,14,-34.61,56.703125
48681,14,-36.62,56.71875
48682,14,-37.97,56.734375
48683,14,-38.76,56.75
48684,14,-39.01,56.765625
48685,14,-38.65,56.78125
48686,14,-37.59,56.796875
48687,14,-35.89,56.8125
48688,14,-33.72,56.828125
48689,14,-31.35,56.84375
48690,14,-29.1,56.859375
48691,14,-27.14,56.875
48692,14,-25.48,56.890625
48693,14,-24.04,56.90625
48694,14,-22.7,56.921875
48695,14,-21.42,56.9375
48696,14,-20.26,56.953125
48697,14,-19.3,56.96875
48698,14,-18.65,56.984375
48699,14,-18.31,57.0
48700,14,-18.16,57.015625
48701,14,-17.95,57.03125
48702,14,-17.51,57.046875
48703,14,-16.73,57.0625
48704,14,-15.65,57.078125
48705,14,-14.48,57.09375
48706,14,-13.45,57.109375
48707,14,-12.75,57.125
48708,14,-12.41,57.140625
48709,14,-12.34,57.15625
48710,14,-12.37,57.171875
48711,14,-12.32,57.1875
48712,14,-12.13,57.203125
48713,14,-11.84,57.21875
48714,14,-11.65,57.234375
48715,14,-11.77,57.25
48716,14,-12.35,57.265625
48717,14,-13.35,57.28125
48718,14,-14.6,57.296875
48719,14,-15.87,57.3125
48720,14,-16.96,57.328125
48721,14,-17.85,57.34375
48722,14,-18.66,57.359375
48723,14,-19.64,57.375
48724,14,-21.07,57.390625
48725,14,-23.09,57.40625
48726,14,-25.67,57.421875
48727,14,-28.53,57.4375
48728,14,-31.19,57.453125
48729,14,-33.04,57.46875
48730,14,-33.45,57.484375
48731,14,-32.0,57.5
48732,14,-28.59,57.515625
48733,14,-23.46,57.53125
48734,14,-17.17,57.546875
48735,14,-10.44,57.5625
48736,14,-3.95,57.578125
48737,14,1.78,57.59375
48738,14,6.4,57.609375
48739,14,9.77,57.625
48740,14,11.92,57.640625
48741,14,13.0,57.65625
48742,14,13.22,57.671875
48743,14,12.77,57.6875
48744,14,11.82,57.703125
48745,14,10.47,57.71875
48746,14,8.79,57.734375
48747,14,6.94,57.75
48748,14,5.17,57.765625
48749,14,3.77,57.78125
48750,14,2.98,57.796875
48751,14,2.88,57.8125
48752,14,3.36,57.828125
48753,14,4.23,57.84375
48754,14,5.34,57.859375
48755,14,6.62,57.875
48756,14,8.12,57.890625
48757,14,9.85,57.90625
48758,14,11.7,57.921875
48759,14,13.42,57.9375
48760,14,14.69,57.953125
48761,14,15.28,57.96875
48762,14,15.13,57.984375
48763,14,14.36,58.0
48764,14,13.23,58.015625
48765,14,12.0,58.03125
48766,14,10.82,58.046875
48767,14,9.68,58.0625
48768,14,8.47,58.078125
48769,14,7.05,58.09375
48770,14,5.35,58.109375
48771,14,3.41,58.125
48772,14,1.39,58.140625
48773,14,-0.51,58.15625
48774,14,-2.14,58.171875
48775,14,-3.44,58.1875
48776,14,-4.41,58.203125
48777,14,-5.2,58.21875
48778,14,-5.95,58.234375
48779,14,-6.82,58.25
48780,14,-7.91,58.265625
48781,14,-9.26,58.28125
48782,14,-10.85,58.296875
48783,14,-12.61,58.3125
48784,14,-14.48,58.328125
48785,14,-16.4,58.34375
48786,14,-18.37,58.359375
48787,14,-20.34,58.375
48788,14,-22.1,58.390625
48789,14,-23.26,58.40625
48790,14,-23.28,58.421875
48791,14,-21.65,58.4375
48792,14,-18.13,58.453125
48793,14,-12.94,58.46875
48794,14,-6.65,58.484375
48795,14,-0.11,58.5
48796,14,5.96,58.515625
48797,14,11.1,58.53125
48798,14,15.15,58.546875
48799,14,18.19,58.5625
48800,14,20.28,58.578125
48801,14,21.47,58.59375
48802,14,21.74,58.609375
48803,14,21.13,58.625
48804,14,19.8,58.640625
48805,14,18.03,58.65625
48806,14,16.17,58.671875
48807,14,14.5,58.6875
48808,14,13.2,58.703125
48809,14,12.31,58.71875
48810,14,11.84,58.734375
48811,14,11.75,58.75
48812,14,12.02,58.765625
48813,14,12.7,58.78125
48814,14,13.76,58.796875
48815,14,15.11,58.8125
48816,14,16.53,58.828125
48817,14,17.75,58.84375
48818,14,18.44,58.859375
48819,14,18.44,58.875
48820,14,17.74,58.890625
48821,14,16.5,58.90625
48822,14,14.98,58.921875
48823,14,13.4,58.9375
48824,14,11.86,58.953125
48825,14,10.35,58.96875
48826,14,8.77,58.984375
48827,14,7.07,59.0
48828,14,5.23,59.015625
48829,14,3.29,59.03125
48830,14,1.27,59.046875
48831,14,-0.84,59.0625
48832,14,-3.07,59.078125
48833,14,-5.41,59.09375
48834,14,-7.77,59.109375
48835,14,-10.01,59.125
48836,14,-12.02,59.140625
48837,14,-13.73,59.15625
48838,14,-15.12,59.171875
48839,14,-16.22,59.1875
48840,14,-17.14,59.203125
48841,14,-18.01,59.21875
48842,14,-19.03,59.234375
48843,14,-20.47,59.25
